update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
115,942080,4217,38,1221.0,2529.1,3.2,7.6,2.01,0.7059,0.5455,1.0,0.0,0.7059,,229.1,5.45,7.53,1.1548,10.45,0.492,3.17,0.0107,0.0915,0.7629,-0.0057,0.0357,-1.0494,22,random
116,950272,4257,40,1232.2,2371.6,3.5,7.4,2.2,0.6471,0.5714,0.7,0.0,0.6471,,245.3,5.62,4.88,1.1166,9.11,0.5053,3.05,0.0069,0.0778,0.5776,-0.0082,0.051,-1.0693,23,random
117,958464,4283,26,1242.9,2558.3,3.2,7.7,1.94,0.7222,0.9091,0.4286,0.0,0.7222,,202.5,5.54,7.28,1.1753,10.37,0.5024,3.24,0.0111,0.093,0.6911,-0.0081,0.0311,-1.0868,23,random
118,966656,4314,31,1254.1,2473.5,3.3,7.5,2.07,0.6667,0.4286,1.0,0.0,0.6667,,252.5,5.87,0.58,1.1526,9.74,0.5063,3.17,0.0088,0.0754,0.7514,-0.0088,0.0297,-1.0528,23,random
119,974848,4342,28,1264.6,2827.8,2.9,7.6,1.68,0.8462,1.0,0.7778,0.0,0.8462,,259.9,6.21,14.46,1.1586,10.24,0.4981,3.19,0.009,0.0733,0.7498,-0.0093,0.0326,-1.0881,23,random
120,983040,4389,47,1275.4,2752.5,3.0,7.4,1.82,0.5714,0.6667,0.5,0.0,0.5714,,218.2,5.11,2.76,1.1474,9.68,0.5054,3.15,0.007,0.0621,0.6769,-0.0081,0.0501,-1.0583,23,random
121,991232,4424,35,1286.0,2685.1,3.1,7.4,1.89,0.7778,0.75,0.8,0.0,0.7778,,220.6,4.97,7.11,1.1692,10.22,0.5031,3.22,0.0095,0.0774,0.7157,-0.0076,0.0371,-1.0958,24,random
122,999424,4467,43,1296.6,2695.9,3.0,7.5,1.85,0.75,0.8571,0.6,0.0,0.75,,219.3,5.02,7.25,1.1668,10.21,0.5021,3.21,0.0128,0.0967,0.7096,-0.0079,0.0459,-1.0809,24,random
123,1007616,4503,36,1307.0,2919.1,2.8,7.4,1.67,0.7692,0.75,0.8,0.0,0.7692,,224.4,4.94,7.54,1.169,10.49,0.4974,3.22,0.0115,0.0956,0.7091,-0.0082,0.0358,-1.076,24,random
124,1015808,4534,31,1317.7,2539.3,3.2,7.5,2.08,0.8125,0.75,0.875,0.0,0.8125,,226.2,5.61,7.06,1.1913,11.1,0.495,3.29,0.0097,0.0734,0.7608,-0.0082,0.0306,-1.0987,24,random
125,1024000,4569,35,1328.6,2505.0,3.3,7.5,2.1,0.7826,0.7857,0.7778,0.0,0.7826,,232.5,5.91,7.87,1.1734,11.29,0.4841,3.23,0.0103,0.0833,0.6964,-0.009,0.0382,-1.0752,24,random
126,1032192,4613,44,1339.3,2665.0,3.1,7.3,1.91,0.6667,0.5,0.875,0.0,0.6667,,206.0,4.86,4.17,1.1397,9.9,0.4971,3.13,0.0074,0.0715,0.5995,-0.0098,0.0472,-1.0475,25,random
127,1040384,4644,31,1349.6,2933.5,2.8,7.3,1.7,0.9444,1.0,0.9091,0.0,0.9444,,269.5,6.06,7.61,1.1834,10.58,0.5017,3.27,0.0094,0.0921,0.7349,-0.0073,0.032,-1.0819,25,random
128,1048576,4669,25,1359.7,3090.3,2.7,7.4,1.53,0.9231,0.8571,1.0,0.0,0.9231,,194.7,4.8,7.38,1.1455,10.37,0.4897,3.14,0.0093,0.0717,0.746,-0.0093,0.023,-1.0583,25,random
129,1056768,4703,34,1370.1,2808.6,2.9,7.5,1.8,0.7222,0.5833,1.0,0.0,0.7222,,241.3,5.32,5.72,1.1545,11.01,0.4812,3.17,0.0115,0.0861,0.7259,-0.0093,0.0337,-1.0617,25,random
130,1064960,4733,30,1380.8,2721.2,3.0,7.5,1.85,0.6875,0.6667,0.7,0.0,0.6875,,255.9,5.93,6.25,1.1086,10.47,0.472,3.03,0.0086,0.0847,0.7785,-0.0077,0.03,-1.0497,25,random
131,1073152,4770,37,1391.4,2761.8,3.0,7.5,1.83,0.9167,0.8571,1.0,0.0,0.9167,,314.7,6.05,6.5,1.1589,11.45,0.4754,3.19,0.0107,0.0815,0.7344,-0.0083,0.0361,-1.0513,26,random
132,1081344,4804,34,1402.1,2665.7,3.1,7.5,1.8,0.6875,0.5556,0.8571,0.0,0.6875,,284.1,5.97,4.19,1.1526,10.63,0.4876,3.17,0.0083,0.0753,0.7461,-0.0085,0.0337,-1.0444,26,random
133,1089536,4830,26,1412.4,3070.6,2.7,7.4,1.54,0.75,0.75,0.75,0.0,0.75,,206.8,5.38,9.5,1.1429,10.96,0.4774,3.14,0.0109,0.105,0.7929,-0.0052,0.0254,-1.0479,26,random
134,1097728,4851,21,1422.6,3098.7,2.6,7.6,1.5,0.6,0.0,0.75,0.0,0.6,,296.2,5.95,5.0,1.156,12.0,0.4652,3.18,0.0116,0.1081,0.7256,-0.0068,0.0318,-1.06,26,random
135,1105920,4883,32,1433.3,2819.7,2.9,7.7,1.78,0.75,0.7143,0.7778,0.0,0.75,,264.9,6.06,9.19,1.1609,12.5,0.4597,3.19,0.0109,0.1259,0.7161,-0.0057,0.0342,-1.0659,26,random
136,1114112,4911,28,1444.0,2850.0,2.9,7.6,1.71,0.9091,0.8333,1.0,0.0,0.9091,,343.1,6.93,10.18,1.1031,11.1,0.4583,3.01,0.0099,0.0851,0.777,-0.0066,0.0258,-1.0434,27,random
137,1122304,4938,27,1454.6,2827.2,2.9,7.0,1.78,0.8,0.625,1.0,0.0,0.8,,271.2,6.07,9.13,1.1584,11.9,0.4678,3.18,0.0101,0.0933,0.8367,-0.008,0.02,-1.0479,27,random
138,1130496,4972,34,1465.1,2481.6,3.3,7.2,2.14,0.7857,0.8571,0.7143,0.0,0.7857,,257.6,5.44,8.07,1.1178,11.3,0.461,3.06,0.0099,0.075,0.7172,-0.0083,0.0372,-1.0738,27,random
139,1138688,5007,35,1475.6,2559.8,3.2,7.2,2.07,0.8636,0.8889,0.8462,0.0,0.8636,,233.8,6.0,11.14,1.1127,11.29,0.459,3.04,0.0117,0.0791,0.7853,-0.0075,0.0292,-1.0459,27,random
140,1146880,5039,32,1486.2,2521.0,3.2,7.3,2.07,0.7333,0.7273,0.75,0.0,0.7333,,256.4,5.56,1.27,1.1678,12.05,0.4691,3.21,0.011,0.1006,0.7073,-0.0079,0.0325,-1.1047,27,random
141,1155072,5072,33,1496.9,2471.7,3.3,7.2,2.12,0.8889,1.0,0.8,0.0,0.8889,,267.4,6.48,10.17,1.1964,11.7,0.4865,3.31,0.0128,0.1038,0.6433,-0.0086,0.037,-1.1093,28,random
142,1163264,5109,37,1507.1,2830.9,2.9,7.1,1.75,0.6818,0.6,0.75,0.0,0.6818,,246.4,5.76,0.73,1.1043,11.04,0.4598,3.02,0.0102,0.083,0.5973,-0.0091,0.0428,-1.0615,28,random
143,1171456,5139,30,1517.5,2578.7,3.2,7.0,2.04,0.6667,0.75,0.625,0.0,0.6667,,219.6,4.8,12.08,1.1639,11.91,0.4699,3.2,0.0107,0.0969,0.7079,-0.0073,0.0335,-1.0418,28,random
144,1179648,5171,32,1528.0,2481.3,3.3,7.2,2.17,0.7778,0.6667,0.8889,0.0,0.7778,,247.8,5.88,4.0,1.115,11.33,0.4594,3.05,0.0106,0.0885,0.7133,-0.0083,0.0287,-1.005,28,random
145,1187840,5205,34,1538.7,2467.8,3.3,7.2,2.19,0.6667,0.6364,0.7143,0.0,0.6667,,293.4,6.71,6.67,1.1079,11.46,0.4543,3.03,0.0073,0.0732,0.7129,-0.0079,0.0354,-1.0392,28,random
146,1196032,5245,40,1549.6,2269.1,3.6,7.1,2.43,0.8636,0.9,0.8333,0.0,0.8636,,241.2,5.9,8.41,1.11,11.13,0.4606,3.03,0.0103,0.087,0.7728,-0.009,0.0307,-1.0312,29,random
147,1204224,5275,30,1560.1,2520.0,3.3,7.2,2.08,0.8095,0.75,0.8889,0.0,0.8095,,190.2,5.47,9.81,1.154,11.85,0.4668,3.17,0.0115,0.0984,0.7712,-0.0088,0.032,-1.0582,29,random
148,1212416,5310,35,1570.8,2441.9,3.4,7.1,2.16,0.7,0.6667,0.7143,0.0,0.7,,262.6,6.37,9.0,1.0947,10.97,0.4571,2.99,0.0109,0.0791,0.7816,-0.008,0.0315,-1.0244,29,random
149,1220608,5338,28,1581.1,2665.2,3.1,7.3,1.95,0.8125,0.7778,0.8571,0.0,0.8125,,243.0,5.86,10.88,1.1115,11.53,0.4546,3.04,0.0091,0.0872,0.7905,-0.0079,0.0257,-1.0437,29,random
150,1228800,5374,36,1591.8,2561.2,3.2,7.2,2.01,0.75,0.75,0.75,0.0,0.75,,284.4,6.28,6.38,1.1344,11.76,0.4603,3.11,0.0081,0.0759,0.7198,-0.0079,0.0327,-1.0653,29,random
151,1236992,5411,37,1602.4,2502.1,3.3,7.1,2.14,0.8182,0.7692,0.8889,0.0,0.8182,,225.9,5.7,9.59,1.1528,12.04,0.4633,3.17,0.0133,0.118,0.7545,-0.0058,0.0333,-1.057,30,random
152,1245184,5436,25,1612.9,2551.6,3.2,7.1,2.09,0.7222,0.6667,0.8333,0.0,0.7222,,246.7,5.92,12.56,1.1011,11.2,0.4558,3.01,0.0097,0.0831,0.7945,-0.007,0.0298,-1.0273,30,random
153,1253376,5462,26,1623.1,2729.6,3.0,7.1,1.88,0.8125,0.8889,0.7143,0.0,0.8125,,269.8,6.65,9.94,1.1023,11.87,0.4455,3.01,0.0101,0.0927,0.7857,-0.0077,0.0297,-1.0277,30,random
154,1261568,5493,31,1633.1,3047.0,2.7,7.1,1.55,0.9286,1.0,0.875,0.0,0.9286,,289.3,6.45,10.79,1.0856,11.27,0.4482,2.96,0.0105,0.0835,0.8038,-0.0088,0.0289,-0.9889,30,random
155,1269760,5524,31,1643.1,2883.1,2.8,7.2,1.69,0.7333,0.8333,0.6667,0.0,0.7333,,227.6,4.94,9.53,1.1269,12.4,0.4477,3.09,0.013,0.0905,0.7648,-0.0086,0.0326,-1.0208,30,random
156,1277952,5559,35,1653.6,2677.4,3.1,7.2,1.91,0.7647,0.7273,0.8333,0.0,0.7647,,304.7,6.23,7.0,1.1294,12.23,0.451,3.09,0.0101,0.0977,0.7894,-0.0084,0.0306,-1.0189,31,random
157,1286144,5591,32,1664.1,2558.8,3.2,7.2,2.01,0.6429,0.625,0.6667,0.0,0.6429,,277.2,6.09,10.64,1.0959,11.79,0.4442,2.99,0.009,0.0779,0.7645,-0.0085,0.0359,-1.0232,31,random
158,1294336,5623,32,1674.4,2780.6,2.9,7.2,1.77,0.9,0.8571,0.9231,0.0,0.9,,212.9,5.47,15.1,1.0828,11.53,0.4429,2.95,0.0106,0.1051,0.8234,-0.0092,0.0244,-1.0309,31,random
159,1302528,5647,24,1684.5,2987.4,2.7,7.2,1.62,0.625,0.5,0.75,0.0,0.625,,250.4,5.38,3.12,1.0875,12.2,0.4347,2.97,0.0106,0.107,0.7228,-0.0071,0.0321,-1.0061,31,random
160,1310720,5664,17,1694.5,3043.3,2.7,7.1,1.6,0.6,0.6667,0.5,0.0,0.6,,311.9,6.82,8.2,1.1193,12.84,0.4386,3.06,0.0088,0.0905,0.735,-0.0092,0.0246,-1.0333,31,random
161,1318912,5699,35,1704.7,2829.2,2.9,7.3,1.77,0.6154,0.7143,0.5,0.0,0.6154,,351.2,7.0,5.46,1.0567,12.04,0.4247,2.88,0.0096,0.0931,0.7116,-0.0088,0.0331,-0.992,32,random
162,1327104,5725,26,1715.4,2529.0,3.2,7.1,2.11,0.8182,0.75,0.8571,0.0,0.8182,,365.2,7.23,5.64,1.124,12.66,0.4428,3.08,0.0103,0.0965,0.6976,-0.0082,0.0283,-1.0288,32,random
163,1335296,5751,26,1725.6,2688.3,3.0,7.2,1.92,0.9444,0.9091,1.0,0.0,0.9444,,200.9,5.27,11.67,1.1141,12.44,0.442,3.05,0.0138,0.1105,0.7688,-0.0079,0.0257,-1.0325,32,random
164,1343488,5780,29,1736.0,2661.3,3.1,7.2,1.96,0.9286,1.0,0.8889,0.0,0.9286,,327.8,6.86,6.07,1.1298,12.75,0.4438,3.09,0.0109,0.0986,0.7909,-0.0092,0.0272,-1.0415,32,random
165,1351680,5811,31,1746.0,3136.7,2.6,7.1,1.5,0.8,0.75,0.8571,0.0,0.8,,243.2,5.29,5.2,1.1187,12.35,0.445,3.06,0.0108,0.0928,0.6929,-0.0066,0.0266,-1.0152,32,random
166,1359872,5829,18,1756.1,2970.0,2.8,7.2,1.63,0.8571,0.8,1.0,0.0,0.8571,,388.3,7.83,4.57,1.1037,13.12,0.4288,3.02,0.0128,0.1119,0.7999,-0.0073,0.0201,-0.9982,33,random
167,1368064,5863,34,1766.3,2854.0,2.9,7.2,1.76,0.6875,0.5556,0.8571,0.0625,0.6875,,313.1,6.59,10.38,1.0433,11.92,0.421,2.84,0.0088,0.0721,0.7523,-0.0094,0.0308,-0.9884,33,random
168,1376256,5887,24,1776.5,2851.4,2.9,7.2,1.72,0.8571,0.5,1.0,0.0,0.8571,,281.5,5.25,13.43,1.0438,12.4,0.4146,2.84,0.0117,0.0887,0.7464,-0.0072,0.0322,-0.9567,33,random
169,1384448,5919,32,1787.0,2606.9,3.1,7.0,1.97,0.7647,0.7273,0.8333,0.0,0.7647,,261.5,6.16,11.18,1.0164,12.42,0.4034,2.76,0.0122,0.1002,0.8131,-0.0072,0.0291,-0.9148,33,random
170,1392640,5955,36,1797.5,2459.9,3.3,7.2,2.16,0.625,0.5714,0.6667,0.0,0.625,,287.4,5.67,11.81,1.0111,12.12,0.4053,2.75,0.0108,0.099,0.6411,-0.008,0.0444,-0.9347,33,random
171,1400832,5989,34,1808.3,2376.4,3.4,7.2,2.27,0.9048,0.875,0.9231,0.0,0.9048,,253.9,6.0,13.19,1.0387,12.44,0.4121,2.83,0.01,0.0905,0.7466,-0.007,0.0307,-0.9461,34,random
172,1409024,6016,27,1818.9,2579.2,3.2,7.1,2.04,0.8571,1.0,0.75,0.0,0.8571,,248.3,6.0,16.0,1.0334,12.4,0.4105,2.81,0.0096,0.0885,0.7888,-0.0086,0.0255,-0.9422,34,random
173,1417216,6043,27,1829.4,2535.4,3.2,7.1,2.0,0.8333,0.7778,1.0,0.0,0.8333,,313.4,6.44,6.08,1.0051,12.31,0.4004,2.73,0.0086,0.0832,0.807,-0.0075,0.0228,-0.9586,34,random
174,1425408,6064,21,1839.6,2693.7,3.0,7.3,1.9,0.9167,1.0,0.8,0.0,0.9167,,303.6,7.29,12.08,1.0496,12.82,0.4115,2.86,0.0128,0.1014,0.8324,-0.0091,0.02,-0.9745,34,random
175,1433600,6083,19,1850.3,2602.8,3.1,7.3,1.99,0.8571,0.6667,1.0,0.0,0.8571,,347.4,6.53,10.71,1.0475,13.23,0.4056,2.85,0.0123,0.1051,0.8294,-0.0088,0.0215,-0.9867,34,random
176,1441792,6116,33,1860.8,2662.1,3.1,7.4,1.9,0.9412,1.0,0.9,0.0,0.9412,,311.4,6.76,11.0,1.0325,13.7,0.3945,2.81,0.0114,0.0986,0.7402,-0.0089,0.0333,-0.95,35,random
177,1449984,6147,31,1871.7,2502.1,3.3,7.3,2.12,0.8824,0.875,0.8889,0.0,0.8824,,311.7,6.58,12.24,1.0213,12.96,0.3987,2.78,0.0111,0.1026,0.7944,-0.0083,0.0286,-0.9521,35,random
178,1458176,6172,25,1882.2,2642.2,3.1,7.4,1.96,0.6923,0.625,0.8,0.0,0.6923,,324.1,6.64,8.0,0.9938,12.85,0.3892,2.7,0.0078,0.0886,0.7365,-0.0063,0.0298,-0.9051,35,random
179,1466368,6205,33,1892.8,2714.1,3.0,7.4,1.85,0.625,0.6667,0.5714,0.0,0.625,,250.4,5.88,10.12,0.9477,12.63,0.3737,2.58,0.0111,0.1153,0.6535,-0.0042,0.0413,-0.8819,35,random
180,1474560,6242,37,1904.0,2258.3,3.6,7.3,2.41,0.8,0.8571,0.75,0.0,0.8,,237.0,4.86,10.13,0.987,13.04,0.3843,2.68,0.0105,0.0948,0.722,-0.0085,0.0407,-0.8856,35,random
181,1482752,6272,30,1915.2,2160.5,3.8,7.3,2.6,0.9231,0.8333,1.0,0.0,0.9231,,269.8,5.67,9.46,0.9409,12.96,0.3672,2.56,0.01,0.0961,0.7415,-0.0082,0.0274,-0.9142,36,random
182,1490944,6311,39,1926.3,2280.4,3.6,7.3,2.4,0.88,0.9231,0.8333,0.0,0.88,,258.6,6.38,11.12,1.0266,13.52,0.3942,2.79,0.0097,0.0862,0.7896,-0.0073,0.0332,-0.9197,36,random
183,1499136,6345,34,1936.8,2687.2,3.0,7.0,1.91,0.8571,0.75,1.0,0.0,0.8571,,235.0,5.35,10.57,0.9866,12.45,0.3913,2.68,0.0087,0.0822,0.8426,-0.0086,0.0228,-0.8836,36,random
184,1507328,6365,20,1946.6,3051.6,2.7,7.3,1.55,0.8462,1.0,0.6667,0.0,0.8462,,201.3,5.2,11.0,0.9936,12.72,0.3907,2.7,0.0096,0.0867,0.8303,-0.0074,0.0194,-0.9088,36,random
185,1515520,6394,29,1957.0,2835.0,2.9,7.3,1.73,0.6667,0.5714,0.8,0.0,0.6667,,258.1,5.34,7.08,1.0319,13.38,0.3978,2.81,0.0105,0.0942,0.7068,-0.0089,0.0369,-0.97,36,random
186,1523712,6420,26,1967.4,2764.6,3.0,7.3,1.81,0.7143,0.625,0.8333,0.0,0.7143,,295.5,6.35,11.71,0.9755,12.67,0.3841,2.65,0.0102,0.0922,0.7788,-0.0081,0.0323,-0.9269,37,random
187,1531904,6450,30,1977.6,2925.1,2.8,7.5,1.66,0.7778,0.5,1.0,0.0,0.7778,,353.7,6.27,5.67,1.0088,13.83,0.384,2.74,0.0122,0.0952,0.7713,-0.0081,0.0314,-0.9588,37,random
188,1540096,6476,26,1988.2,2763.1,3.0,7.3,1.8,0.6667,0.7143,0.6,0.0,0.6667,,289.5,5.73,12.08,1.0373,14.53,0.3876,2.82,0.0103,0.0975,0.7846,-0.007,0.0273,-0.9564,37,random
189,1548288,6504,28,1998.7,2683.9,3.1,7.3,1.9,0.8182,0.8333,0.8,0.0,0.8182,,303.5,6.36,9.27,1.0199,13.89,0.3877,2.77,0.0101,0.0943,0.8121,-0.0076,0.0263,-0.9475,37,random
190,1556480,6540,36,2009.1,2743.1,3.0,7.3,1.82,0.8636,0.9091,0.8182,0.0,0.8636,,261.1,5.75,12.18,0.9955,13.34,0.3842,2.71,0.0088,0.0886,0.7893,-0.0091,0.028,-0.9237,37,random
191,1564672,6570,30,2019.4,2905.8,2.8,7.4,1.69,0.7273,0.8,0.6667,0.0,0.7273,,231.8,4.6,8.09,0.9576,12.95,0.3739,2.61,0.0108,0.1074,0.7669,-0.0057,0.0326,-0.9076,38,random
192,1572864,6598,28,2030.0,2704.8,3.0,7.3,1.85,0.75,0.5,1.0,0.0,0.75,,289.5,5.75,6.81,1.0227,13.81,0.3895,2.78,0.0109,0.0925,0.8526,-0.0083,0.0268,-0.9314,38,random
193,1581056,6630,32,2040.8,2533.4,3.2,7.4,2.05,0.9412,0.9091,1.0,0.0,0.9412,,309.3,6.31,13.59,0.9929,13.4,0.3826,2.7,0.0092,0.0766,0.8724,-0.0086,0.0221,-0.931,38,random
194,1589248,6649,19,2051.5,2586.7,3.2,7.5,2.0,0.7273,0.6667,0.8,0.0,0.7273,,259.5,5.68,7.09,0.9816,14.46,0.3675,2.67,0.0101,0.1047,0.8916,-0.0057,0.0199,-0.9156,38,random
195,1597440,6683,34,2063.0,2168.9,3.8,7.5,2.45,0.75,0.625,0.875,0.0,0.75,,344.7,6.85,4.94,1.0083,13.91,0.383,2.74,0.0094,0.0886,0.843,-0.0091,0.0278,-0.9294,38,random
196,1605632,6703,20,2073.8,2548.9,3.2,7.5,2.01,0.9091,0.75,1.0,0.0,0.9091,,307.6,6.3,13.09,0.9892,13.77,0.3772,2.69,0.0106,0.0899,0.8653,-0.0104,0.02,-0.8953,39,random
197,1613824,6725,22,2084.7,2542.3,3.2,7.5,1.99,0.8,0.8333,0.75,0.0,0.8,,307.0,6.55,6.5,0.9333,13.76,0.3559,2.54,0.0177,0.0953,0.7675,-0.0082,0.0294,-0.8638,39,random
198,1622016,6753,28,2095.7,2463.9,3.3,7.5,2.08,0.9091,0.8333,1.0,0.0,0.9091,,360.5,6.68,13.36,0.9795,13.91,0.3721,2.66,0.0087,0.0868,0.8233,-0.007,0.0261,-0.8975,39,random
199,1630208,6783,30,2106.8,2399.4,3.4,7.3,2.2,0.8333,0.8182,0.8571,0.0,0.8333,,261.1,5.63,11.61,0.9218,14.31,0.3464,2.51,0.0083,0.0895,0.8305,-0.0078,0.0252,-0.8691,39,random
200,1638400,6808,25,2117.5,2537.4,3.2,7.3,1.98,0.8462,0.8333,0.8571,0.0,0.8462,,325.7,6.6,8.69,0.9533,13.66,0.3647,2.59,0.0085,0.0788,0.8343,-0.0079,0.0221,-0.8721,39,random
201,1646592,6832,24,2128.1,2637.7,3.1,7.6,1.9,0.7143,0.7143,0.7143,0.0,0.7143,,311.5,6.62,9.07,0.9874,14.69,0.3675,2.68,0.0119,0.0956,0.8339,-0.0077,0.0238,-0.8915,40,random
202,1654784,6860,28,2138.9,2658.1,3.1,7.5,1.84,0.8125,0.9231,0.3333,0.0,0.8125,,280.0,5.79,9.81,0.9253,13.67,0.3538,2.52,0.0072,0.0718,0.7841,-0.0084,0.0305,-0.8482,40,random
203,1662976,6889,29,2149.7,2597.3,3.2,7.3,2.03,0.9167,1.0,0.8333,0.0,0.9167,,295.8,5.52,14.25,0.9358,14.03,0.3543,2.55,0.0094,0.0823,0.8364,-0.0092,0.0262,-0.8678,40,random
204,1671168,6912,23,2160.5,2463.5,3.3,7.3,2.14,0.9091,1.0,0.8333,0.0,0.9091,,331.3,6.26,14.55,0.9552,14.49,0.3572,2.6,0.0083,0.0834,0.8508,-0.0091,0.0262,-0.8989,40,random
205,1679360,6941,29,2171.4,2394.9,3.4,7.4,2.25,0.8235,0.8889,0.75,0.0,0.8235,,306.1,6.41,10.65,1.0258,14.77,0.381,2.79,0.0092,0.0837,0.8251,-0.0108,0.0346,-0.9245,40,random
206,1687552,6971,30,2182.2,2511.6,3.3,7.5,2.06,0.8421,0.7778,0.9,0.0,0.8421,,254.9,5.43,7.68,0.977,15.1,0.3598,2.66,0.0105,0.0964,0.8404,-0.0088,0.0282,-0.8829,41,random
207,1695744,6997,26,2192.9,2675.2,3.1,7.5,1.87,1.0,1.0,1.0,0.0,1.0,,336.7,6.38,17.83,0.9245,14.46,0.346,2.52,0.0091,0.1025,0.81,-0.0055,0.0297,-0.8609,41,random
208,1703936,7025,28,2203.8,2520.2,3.3,7.5,2.01,0.7333,0.8571,0.625,0.0,0.7333,,287.2,5.75,5.4,0.9108,14.99,0.3364,2.49,0.009,0.0974,0.7847,-0.0079,0.0328,-0.8404,41,random
209,1712128,7049,24,2214.5,2596.9,3.2,7.2,1.97,0.8333,1.0,0.75,0.0,0.8333,,360.8,6.67,15.0,0.9408,15.49,0.3434,2.56,0.0094,0.0824,0.8448,-0.0085,0.0235,-0.8649,41,random
210,1720320,7079,30,2225.2,2543.2,3.2,7.5,2.03,0.8235,0.8,0.8333,0.0,0.8235,,254.8,5.4,12.59,0.9446,14.58,0.3525,2.57,0.0105,0.0962,0.7976,-0.0087,0.0321,-0.8594,41,random
211,1728512,7106,27,2236.2,2435.8,3.4,7.6,2.2,0.7143,0.625,0.8333,0.0,0.7143,,322.4,6.07,11.57,0.9272,14.65,0.3454,2.53,0.0101,0.0995,0.8298,-0.0078,0.0273,-0.8586,42,random
212,1736704,7135,29,2247.4,2387.7,3.4,7.6,2.23,1.0,1.0,1.0,0.0,1.0,,371.6,6.9,16.5,0.9482,14.29,0.3565,2.58,0.0104,0.0872,0.8375,-0.0097,0.0212,-0.892,42,random
213,1744896,7155,20,2258.3,2610.4,3.1,8.0,1.97,0.8667,1.0,0.7143,0.0,0.8667,,253.1,6.25,15.73,0.946,14.77,0.3514,2.58,0.0126,0.0964,0.8123,-0.0076,0.0187,-0.8729,42,random
214,1753088,7171,16,2269.3,2849.7,2.9,7.7,1.73,0.8889,0.8,1.0,0.0,0.8889,,302.4,5.88,14.0,0.9672,15.01,0.3571,2.63,0.0107,0.0863,0.8453,-0.0102,0.0188,-0.9115,42,random
215,1761280,7196,25,2280.2,2742.2,3.0,7.3,1.77,0.9167,0.8,1.0,0.0,0.9167,,360.8,7.08,6.25,0.9995,15.17,0.3675,2.72,0.0149,0.1071,0.85,-0.0052,0.0211,-0.8975,42,random
216,1769472,7223,27,2290.9,2544.6,3.2,7.5,1.94,1.0,1.0,1.0,0.0,1.0,,355.0,5.96,9.4,0.9808,15.82,0.3552,2.67,0.0101,0.12,0.8577,-0.005,0.0244,-0.9046,43,random
217,1777664,7261,38,2301.9,2454.4,3.3,7.6,2.08,0.7895,0.6667,0.9,0.0,0.7895,,322.3,5.97,12.68,0.9565,14.0,0.3624,2.6,0.0094,0.0967,0.8058,-0.0095,0.03,-0.8839,43,random
218,1785856,7291,30,2312.9,2514.5,3.3,7.7,1.99,0.6429,0.7,0.5,0.0,0.6429,,265.7,5.2,13.07,0.9547,14.19,0.3599,2.6,0.0093,0.0891,0.8006,-0.0088,0.0286,-0.8955,43,random
219,1794048,7314,23,2324.0,2536.0,3.2,7.8,1.98,0.9231,0.8333,1.0,0.0,0.9231,,314.2,6.43,15.46,1.016,15.36,0.3719,2.76,0.0098,0.0898,0.8318,-0.0093,0.0252,-0.9098,43,random
220,1802240,7345,31,2335.3,2420.7,3.4,7.5,2.09,0.8333,0.8333,0.8333,0.0,0.8333,,270.2,5.19,14.33,0.9431,14.56,0.3521,2.57,0.0094,0.0886,0.8228,-0.0079,0.0266,-0.8601,43,random
221,1810432,7367,22,2345.9,2766.9,3.0,7.7,1.72,0.7,0.6,0.8,0.0,0.7,,310.7,5.95,8.4,0.9472,14.8,0.3515,2.58,0.012,0.0966,0.8584,-0.0073,0.0216,-0.8665,44,random
222,1818624,7385,18,2356.7,2788.8,2.9,7.6,1.67,0.875,0.8,1.0,0.0,0.875,,343.9,6.56,11.25,0.9532,15.36,0.349,2.59,0.0092,0.0779,0.8762,-0.0081,0.0184,-0.8496,44,random
223,1826816,7417,32,2367.6,2586.9,3.2,7.7,1.89,0.7692,0.8889,0.5,0.0,0.7692,,340.4,6.03,12.08,0.9564,15.8,0.3466,2.6,0.0102,0.0918,0.752,-0.0101,0.0367,-0.8711,44,random
224,1835008,7449,32,2378.6,2601.1,3.1,7.9,1.86,0.7692,0.7778,0.75,0.0,0.7692,,268.6,5.06,12.0,0.9401,14.97,0.3474,2.56,0.0125,0.1007,0.8483,-0.007,0.0246,-0.8725,44,random
225,1843200,7471,22,2389.9,2495.7,3.3,7.7,2.05,0.7143,0.75,0.6667,0.0,0.7143,,280.6,5.55,10.64,0.9597,15.8,0.3477,2.61,0.0123,0.1093,0.8495,-0.0067,0.0247,-0.8742,44,random
226,1851392,7500,29,2400.9,2651.7,3.1,7.7,1.83,0.875,1.0,0.6667,0.0,0.875,,294.0,5.72,15.25,1.0107,15.67,0.3673,2.75,0.0084,0.0832,0.8634,-0.0095,0.0234,-0.9332,45,random
227,1859584,7524,24,2412.0,2471.1,3.3,7.8,2.03,0.8,0.75,0.8333,0.0,0.8,,350.9,5.92,13.5,1.0057,15.54,0.3666,2.73,0.0089,0.0832,0.8773,-0.0085,0.0196,-0.9338,45,random
